,Sex,Age,EducationLevel,HouseholdPosition,HouseholdSize,Country,EconomicStatus,CurEcoActivity,MaritalStatus,Occupation
12528,2,21,6,2,4,1,1,2,2,0
12529,1,47,6,3,2,1,1,6,2,0
12530,2,47,6,3,2,1,1,5,2,0
12531,1,27,4,1,2,1,1,4,1,0
12532,2,21,6,2,3,1,1,5,2,0
12533,2,22,3,5,1,1,1,6,1,1
12534,1,27,6,2,6,1,1,3,2,0
12535,2,27,4,2,4,1,1,2,2,1
12536,1,16,4,4,3,1,1,1,1,1
12537,2,59,4,3,6,1,1,1,2,1
12538,2,27,6,2,5,1,1,3,2,0
12539,1,21,4,1,2,1,2,11,1,0
12540,2,16,4,5,1,1,3,2,1,1
12541,2,18,6,1,2,1,1,3,1,0
12542,2,16,2,5,1,1,1,1,1,1
12543,1,27,6,2,5,1,1,2,2,0
12544,2,16,4,1,2,1,2,1,1,0
12545,2,32,3,2,4,1,1,2,2,1
12546,1,59,3,4,2,1,3,1,1,1
12547,2,27,2,2,3,1,1,1,2,1
12548,2,27,3,8,2,1,1,3,1,1
12549,2,37,6,5,1,1,1,10,4,1
12550,1,37,4,2,3,1,1,3,2,1
12551,2,27,4,2,4,1,1,2,2,1
12552,2,27,5,4,2,1,1,3,1,0
12553,1,21,3,1,2,1,1,1,1,1
12554,1,22,4,3,2,1,1,4,2,1
12555,1,42,4,2,3,1,1,10,2,0
12556,1,18,6,4,6,1,1,2,1,0
12557,1,22,6,1,2,1,1,4,1,0
12558,2,27,4,2,4,1,1,2,2,1
12559,1,42,6,3,2,1,1,5,2,0
12560,2,32,3,2,5,1,1,6,2,1
12561,1,42,4,2,4,1,2,4,2,0
12562,2,37,2,1,2,1,1,1,1,1
12563,2,21,3,3,2,1,1,6,2,1
12564,1,37,3,2,4,1,1,4,2,0
12565,1,27,4,3,2,1,1,2,2,1
12566,1,22,4,1,2,1,1,1,4,1
12567,2,32,2,2,4,1,1,7,2,1
12568,1,22,6,2,3,1,1,4,2,0
12569,1,37,4,3,2,1,1,11,2,0
12570,1,32,4,1,2,1,1,1,1,0
12571,2,21,4,6,3,1,1,2,1,0
12572,1,27,4,4,2,1,2,11,1,0
12573,1,22,3,1,2,1,1,7,1,0
12574,2,59,4,1,2,3,3,1,1,1
12575,1,47,4,3,2,1,1,4,2,1
12576,1,18,4,5,1,1,2,5,1,1
12577,1,32,6,2,4,1,2,3,2,0
12578,1,32,6,2,6,1,1,10,2,0
12579,2,59,2,4,5,1,3,1,1,1
12580,1,37,4,2,4,1,1,3,2,0
12581,2,21,6,1,2,1,1,2,1,1
12582,1,37,6,2,4,1,1,5,2,0
12583,2,59,4,4,5,1,3,1,1,1
12584,1,21,5,1,2,1,1,4,1,1
12585,1,27,4,2,5,1,1,6,2,1
12586,2,42,4,3,2,1,2,8,2,1
12587,1,37,6,7,2,3,2,2,2,0
12588,1,18,3,1,2,1,1,2,1,1
12589,2,21,6,5,1,1,1,5,1,0
12590,2,18,2,2,3,1,1,2,2,1
12591,2,16,6,4,4,1,1,5,1,0
12592,1,47,6,3,2,1,1,5,2,1
12593,2,21,3,6,3,1,1,9,4,1
12594,1,16,3,4,2,1,1,1,1,1
12595,1,27,3,2,4,1,1,4,2,0
12596,2,27,4,2,4,1,1,3,2,1
12597,2,27,4,2,4,1,1,2,2,1
12598,2,42,6,3,2,1,1,5,2,0
12599,2,27,6,3,2,1,1,3,2,0
12600,2,37,3,3,2,1,2,4,2,0
12601,1,32,4,2,4,1,1,4,2,1
12602,2,27,2,7,3,1,1,3,4,1
12603,2,16,3,1,2,1,1,3,1,1
12604,1,32,6,6,4,1,1,3,1,1
12605,1,37,4,5,1,1,2,1,1,0
12606,2,32,3,2,5,1,1,5,2,1
12607,1,47,4,2,3,1,2,11,2,0
12608,2,16,4,4,3,1,3,9,1,1
12609,1,47,3,6,3,1,2,9,4,1
12610,1,21,3,4,2,1,1,1,1,1
12611,1,32,6,2,6,1,1,5,2,0
12612,1,16,4,1,2,1,1,1,1,1
12613,1,21,6,2,4,1,1,4,2,0
12614,1,21,6,5,1,1,1,5,1,0
12615,1,21,4,2,5,1,1,1,2,1
12616,1,27,6,2,4,1,1,3,2,0
12617,1,22,4,2,3,1,1,10,2,1
12618,2,42,6,7,2,1,2,4,4,0
12619,1,42,4,2,3,1,1,4,2,0
12620,1,18,6,1,2,2,1,5,1,0
12621,1,27,6,2,4,3,2,2,2,0
12622,2,22,3,7,2,1,1,1,4,1
12623,1,32,2,4,2,1,1,5,1,1
12624,1,18,4,5,1,1,1,2,1,1
12625,1,16,5,4,3,1,3,10,1,1
12626,1,42,6,2,4,1,1,1,2,0
12627,1,42,3,2,3,1,1,6,2,1
12628,2,32,4,2,4,3,1,5,2,0
12629,2,16,4,5,1,1,3,9,1,1
12630,1,27,3,2,4,1,1,4,2,1
12631,2,16,2,3,2,3,1,1,2,1
12632,2,18,3,3,2,1,1,3,2,1
12633,2,18,6,5,1,1,1,7,1,0
12634,2,16,3,5,1,1,1,6,1,1
12635,1,16,3,5,1,1,3,2,1,1
12636,1,47,4,3,2,1,1,10,2,1
12637,1,21,4,2,3,1,1,12,2,0
12638,2,32,4,2,4,3,1,1,2,1
12639,1,42,6,3,2,3,2,3,2,0
12640,2,32,3,2,4,1,1,3,2,1
12641,2,59,4,4,3,1,3,4,1,1
12642,2,16,3,1,2,3,1,8,4,1
12643,2,32,4,3,2,1,1,5,2,0
12644,1,18,6,5,1,1,1,5,1,0
12645,1,22,3,2,3,3,1,9,2,1
12646,2,21,4,2,3,1,1,1,2,1
12647,1,21,2,4,2,1,1,2,1,1
12648,2,37,3,3,2,1,1,4,2,0
12649,2,18,6,1,2,1,1,4,1,0
12650,1,22,6,1,2,1,1,6,1,0
12651,1,32,4,2,6,1,1,12,2,0
12652,1,22,4,2,5,1,1,6,2,1
12653,2,59,3,4,4,1,1,1,1,1
12654,1,32,6,2,5,1,1,1,2,0
12655,1,22,4,2,5,1,1,12,2,0
12656,1,42,4,3,2,1,1,1,2,1
12657,1,32,4,1,2,1,1,4,1,0
12658,1,27,6,2,4,1,1,5,2,0
12659,1,42,6,5,1,3,1,5,4,0
12660,1,59,3,4,3,1,3,4,1,1
12661,2,22,4,2,5,1,1,5,2,0
12662,2,59,3,4,4,1,1,2,1,1
12663,1,32,3,6,3,1,2,9,4,0
12664,1,18,4,4,3,1,1,2,1,0
12665,2,22,3,7,2,1,1,7,4,1
12666,1,27,6,5,1,1,1,5,4,0
12667,2,37,4,3,2,1,1,3,2,0
12668,2,37,3,2,4,1,1,2,2,1
12669,1,18,4,4,3,1,1,1,1,1
12670,2,27,6,5,1,1,1,3,3,0
12671,1,27,6,2,4,1,1,5,2,0
12672,1,21,6,2,4,3,1,1,2,0
12673,1,32,6,2,4,1,1,2,2,0
12674,2,16,3,4,4,1,1,1,1,1
12675,2,59,4,3,2,1,1,8,2,1
12676,2,37,4,1,2,1,1,3,4,1
12677,2,42,4,3,2,1,1,1,2,1
12678,1,32,4,1,2,1,1,6,1,1
12679,1,37,6,2,3,1,1,3,2,0
12680,2,18,4,1,2,1,1,1,1,1
12681,1,37,6,2,4,1,1,3,2,0
12682,2,42,6,5,1,1,1,5,4,0
12683,2,22,3,2,4,1,1,1,2,1
12684,2,42,3,3,2,1,1,1,2,1
12685,2,32,3,2,4,1,1,7,2,0
12686,2,59,3,4,4,1,1,2,1,1
12687,2,18,4,2,4,1,1,3,2,1
12688,1,37,6,2,4,1,1,5,2,0
12689,1,21,6,1,2,1,1,2,1,0
12690,1,22,4,3,2,2,1,4,2,0
12691,2,59,3,4,4,1,1,1,1,1
12692,2,59,3,4,5,1,1,2,1,1
12693,1,27,4,2,4,1,1,7,2,1
12694,1,18,4,2,3,1,1,1,2,1
12695,1,27,6,5,1,2,1,4,4,0
12696,1,18,6,4,4,1,2,2,1,0
12697,1,18,4,5,1,3,1,7,1,1
12698,1,21,4,2,3,1,2,11,2,0
12699,1,42,6,3,2,1,2,3,2,0
12700,1,21,3,5,1,1,1,4,1,1
12701,2,32,6,7,4,1,1,2,4,0
12702,1,18,4,4,3,1,1,1,1,0
12703,2,37,5,3,2,2,1,3,2,1
12704,1,22,6,2,4,1,1,3,2,0
12705,1,22,2,2,6,1,1,4,2,1
12706,1,21,4,5,1,1,1,1,1,1
12707,1,37,5,2,3,1,1,1,2,0
12708,1,27,4,5,1,1,1,6,4,0
12709,2,16,4,3,2,1,1,2,2,1
12710,2,16,2,6,3,1,1,2,1,1
12711,2,21,6,2,4,1,1,3,2,0
12712,2,32,4,2,4,3,1,10,2,1
12713,1,22,6,2,3,1,1,4,2,1
12714,2,59,3,4,4,1,1,1,1,1
12715,2,16,6,5,1,2,1,2,1,0
12716,1,21,4,2,4,1,1,7,2,1
12717,2,27,4,3,2,1,1,12,2,1
12718,1,37,4,2,3,1,1,5,2,0
12719,1,21,4,4,2,1,2,11,1,0
12720,1,21,6,5,1,1,1,2,1,0
12721,2,16,4,4,4,1,1,1,1,1
12722,2,22,3,2,3,1,1,3,2,1
12723,2,21,6,1,2,1,1,6,1,0
12724,2,59,4,4,5,1,3,1,1,1
12725,1,22,6,1,2,1,1,5,1,0
12726,2,32,2,3,2,2,1,2,2,1
12727,2,21,4,7,2,1,1,2,1,1
12728,2,16,4,4,4,1,1,9,1,1
12729,2,32,6,2,4,1,1,5,2,0
12730,1,21,4,6,3,1,1,9,1,1
12731,2,37,3,2,4,1,1,3,2,1
12732,2,32,6,2,5,1,1,3,2,0
12733,2,22,3,2,4,1,1,1,2,1
12734,1,27,6,2,5,1,1,6,2,0
12735,1,42,6,3,2,1,1,1,2,0
12736,1,22,3,1,2,1,1,1,1,1
12737,1,32,6,2,4,1,1,2,2,0
12738,2,42,4,1,2,1,1,4,1,0
12739,1,16,4,4,5,1,1,1,1,1
12740,1,47,3,3,2,1,2,8,2,1
12741,2,18,6,2,3,1,1,3,2,1
12742,2,22,4,6,3,1,1,1,1,1
12743,1,32,4,2,5,1,2,11,2,0
12744,1,21,6,3,2,1,1,3,2,0
12745,1,22,6,6,4,1,1,2,1,0
12746,2,21,3,6,5,1,1,9,1,1
12747,2,21,4,1,2,1,1,2,1,1
12748,2,27,3,6,5,1,1,11,4,1
12749,1,42,3,2,3,1,1,4,2,1
12750,1,18,6,1,2,1,1,6,1,0
12751,1,22,6,2,4,1,1,1,2,0
12752,1,21,4,3,2,1,1,7,2,1
12753,2,18,3,1,2,1,1,1,1,1
12754,2,37,5,2,3,1,1,2,2,1
12755,2,32,6,2,3,1,1,3,2,1
12756,1,52,3,3,2,1,2,11,2,0
12757,2,27,4,2,4,1,1,1,2,1
12758,1,32,6,2,3,1,1,1,2,0
12759,1,22,6,2,5,1,1,1,2,0
12760,1,32,5,2,6,1,1,2,2,0
12761,1,32,4,2,6,3,1,6,2,1
12762,1,42,4,2,3,1,1,12,2,0
12763,1,59,2,5,1,1,1,1,1,1
12764,2,18,2,1,2,1,1,1,1,1
12765,2,22,4,2,4,1,1,2,2,1
12766,1,22,4,2,4,1,1,1,2,1
12767,2,32,4,2,4,1,1,3,2,1
12768,1,27,4,2,4,1,1,4,2,0
12769,1,27,5,2,5,1,1,4,2,0
12770,1,27,3,2,6,1,1,5,2,0
12771,1,22,3,2,4,2,1,4,2,0
12772,1,22,6,2,4,1,1,2,2,0
12773,2,42,6,3,2,1,1,5,2,0
12774,2,22,5,7,3,1,1,1,4,1
12775,2,22,4,2,4,1,1,2,2,1
12776,1,16,6,4,3,1,1,7,1,0
12777,2,37,2,3,2,1,2,11,2,0
12778,1,27,4,2,4,1,1,5,2,0
12779,2,27,3,2,3,1,1,3,2,1
12780,1,59,3,4,4,1,3,1,1,1
12781,1,59,3,5,1,1,3,1,1,1
12782,1,32,4,2,3,1,1,10,2,0
12783,2,18,3,4,3,1,1,1,1,1
12784,2,32,6,2,3,1,1,5,2,0
12785,1,27,4,2,4,1,1,6,2,0
12786,2,59,2,4,4,3,3,2,1,1
12787,2,22,6,6,4,1,2,2,1,0
12788,2,32,3,7,4,1,1,2,3,1
12789,2,18,4,1,2,1,1,3,1,1
12790,1,18,4,1,2,1,1,1,1,1
12791,2,22,6,3,2,1,1,3,2,0
12792,2,59,4,4,6,1,1,2,1,1
12793,1,37,6,5,1,1,1,4,2,0
12794,1,37,4,2,4,1,1,7,2,0
12795,1,27,6,2,5,1,1,10,2,0
12796,2,37,3,3,2,3,1,1,2,1
12797,1,27,4,2,4,1,1,7,2,1
12798,2,21,4,6,3,1,1,7,1,1
12799,2,27,6,2,4,1,1,3,2,0
12800,2,21,4,2,5,1,1,3,2,1
12801,2,37,3,3,2,1,1,3,2,1
12802,1,27,5,2,4,1,1,4,2,0
12803,1,21,6,5,1,1,1,2,1,1
12804,1,27,6,2,4,1,1,10,2,0
12805,1,16,3,8,5,1,1,10,1,1
12806,1,32,4,2,3,1,2,1,2,0
12807,2,27,3,2,4,1,1,8,2,1
12808,2,27,3,2,3,1,1,2,2,1
12809,1,32,2,3,2,1,1,1,2,1
12810,2,22,4,6,3,1,1,1,1,1
12811,2,27,4,2,6,1,1,3,2,1
12812,2,59,3,4,3,1,3,1,1,1
12813,2,22,4,2,5,1,2,4,2,0
12814,1,22,4,2,5,1,2,2,2,0
12815,2,18,4,4,4,1,1,3,1,1
12816,2,27,3,6,4,1,1,2,4,1
12817,1,18,6,1,2,2,1,2,1,0
12818,2,32,3,7,3,1,1,2,4,1
12819,1,22,4,2,5,1,2,2,2,0
12820,1,18,4,3,2,2,1,4,2,1
12821,1,27,4,2,3,1,1,2,2,1
12822,1,21,6,2,4,1,1,4,2,0
12823,1,42,6,3,2,1,1,6,2,0
12824,1,16,4,4,4,1,3,12,1,1
12825,2,22,2,2,5,2,1,3,2,1
12826,1,22,6,2,5,1,1,2,2,1
12827,2,18,3,2,4,1,1,1,2,1
12828,1,27,2,2,4,1,1,1,2,1
12829,1,59,2,4,4,1,3,1,1,1
12830,2,32,4,5,1,1,1,2,4,1
12831,1,18,6,1,2,1,1,6,1,0
12832,2,22,6,2,4,1,1,5,2,0
12833,2,18,4,3,2,1,1,3,2,1
12834,2,18,6,2,3,1,1,2,2,0
12835,1,18,4,2,3,3,2,1,2,0
12836,1,47,4,2,4,1,2,12,2,0
12837,2,16,3,4,5,1,1,1,1,1
12838,1,32,4,2,5,1,1,4,2,0
12839,1,21,4,2,4,1,1,6,2,1
12840,1,37,1,3,2,1,1,4,2,1
12841,2,37,4,1,2,1,1,3,4,1
12842,2,32,3,2,3,1,1,3,2,1
12843,1,47,3,3,2,1,1,8,2,1
12844,2,27,3,2,4,1,1,4,2,1
12845,1,32,6,6,5,1,1,3,1,0
12846,1,32,6,2,3,1,1,6,2,0
12847,2,21,4,3,2,1,1,8,2,1
12848,1,37,6,3,2,1,1,6,2,0
12849,1,59,4,4,4,1,1,1,1,1
12850,1,21,2,6,3,1,2,12,1,1
12851,1,37,4,5,1,1,1,12,1,1
12852,2,21,3,2,3,1,1,2,2,1
12853,2,16,4,4,3,1,1,1,1,1
12854,2,27,4,2,6,1,1,3,2,0
12855,1,37,4,2,4,1,1,4,2,0
12856,2,21,6,3,2,1,1,3,2,0
12857,2,32,6,2,4,1,1,5,2,0
12858,1,22,6,5,1,1,2,2,1,0
12859,2,37,3,5,1,1,1,2,4,0
12860,2,27,6,1,2,1,1,3,1,0
12861,1,32,4,2,4,1,1,12,2,1
12862,2,37,6,3,2,1,1,3,2,0
12863,2,22,4,1,2,1,1,6,1,1
12864,1,27,6,2,3,1,1,2,2,0
12865,2,22,6,2,3,1,1,10,2,0
12866,1,18,5,5,1,1,3,9,1,1
12867,1,27,3,2,4,1,1,1,2,1
12868,2,32,4,2,3,1,2,1,2,0
12869,2,27,4,2,5,1,1,1,2,1
12870,1,16,6,4,4,1,1,1,1,1
12871,2,21,4,5,1,1,1,9,1,1
12872,2,59,3,4,4,1,1,1,1,1
12873,2,27,6,2,4,1,1,6,2,0
12874,2,21,3,7,2,1,2,8,1,1
12875,1,59,3,5,1,1,1,1,1,1
12876,2,32,3,2,6,3,2,11,2,0
12877,2,32,5,2,3,1,1,7,2,1
12878,1,16,3,4,3,1,1,1,1,1
12879,2,27,4,5,1,1,1,3,1,1
12880,1,22,2,2,6,1,2,11,2,0
12881,2,27,6,2,3,1,1,3,2,0
12882,2,16,4,4,4,1,1,1,1,1
12883,1,32,2,2,3,1,1,7,2,0
12884,1,21,4,1,2,1,1,2,1,0
12885,2,16,4,1,2,1,1,2,1,1
12886,2,27,4,2,3,1,1,6,2,1
12887,2,37,4,2,3,1,1,3,2,1
12888,1,42,6,3,2,1,1,3,2,0
12889,2,21,4,2,3,1,1,3,2,0
12890,1,27,4,5,1,1,1,6,1,0
12891,1,18,4,1,2,1,1,8,1,1
12892,1,21,4,2,4,1,2,1,2,0
12893,1,21,6,1,2,1,1,6,1,1
12894,2,42,6,3,2,1,1,5,2,0
12895,2,32,6,2,4,2,1,1,2,1
12896,1,22,3,1,2,1,1,5,1,1
12897,1,22,2,2,4,1,1,7,2,1
12898,1,21,2,4,4,1,1,1,1,1
12899,2,32,4,3,2,1,1,4,2,0
12900,1,42,6,2,3,1,2,2,2,0
12901,2,22,4,2,3,1,1,4,2,1
12902,2,27,4,2,5,1,1,3,2,1
12903,1,16,3,1,3,1,1,1,1,1
12904,2,59,3,5,1,1,1,9,1,1
12905,1,16,4,4,4,1,3,1,1,1
12906,1,47,6,3,2,1,1,5,2,0
12907,2,16,4,2,3,2,1,3,2,1
12908,1,37,3,3,2,1,1,6,2,1
12909,1,16,3,4,4,1,3,1,1,1
12910,1,22,4,2,5,1,1,12,2,0
12911,2,16,4,5,1,1,1,2,1,1
12912,1,18,3,5,1,1,1,4,1,1
12913,2,18,4,6,3,1,2,8,1,1
12914,1,37,4,2,3,1,1,1,2,0
12915,1,21,4,2,4,1,1,2,2,0
12916,2,27,3,2,4,1,1,7,2,1
12917,2,32,3,2,6,1,1,5,2,1
12918,2,32,3,1,2,1,1,1,4,1
12919,1,32,6,2,3,1,1,4,2,0
12920,1,21,6,2,4,3,1,5,2,0
12921,1,32,6,2,3,1,1,2,2,0
12922,1,21,3,2,4,1,1,4,2,1
12923,2,37,6,5,1,1,1,6,4,0
12924,2,37,6,5,1,3,1,5,1,0
12925,2,52,4,5,1,1,2,1,1,0
12926,1,21,6,2,4,1,1,6,2,0
12927,2,37,2,3,2,1,1,1,2,1
12928,2,27,2,3,2,1,1,8,2,1
12929,2,37,4,7,3,1,1,3,4,1
12930,1,47,6,3,2,1,1,5,2,0
12931,1,21,6,2,3,1,1,2,2,0
12932,1,32,6,2,4,1,1,2,2,0
12933,2,32,6,2,5,1,1,5,2,0
12934,1,42,6,3,2,1,1,10,2,0
12935,1,27,6,2,4,1,1,1,2,0
12936,2,32,6,2,3,3,2,3,2,0
12937,1,21,3,5,1,1,1,2,1,1
12938,1,16,4,4,5,1,3,1,1,1
12939,1,37,6,2,3,1,1,6,2,0
12940,2,16,5,4,3,1,1,2,1,1
12941,1,18,4,2,3,1,1,1,2,0
12942,1,21,4,3,2,1,1,1,2,1
12943,2,18,6,5,1,1,1,6,1,0
12944,2,37,6,5,1,1,2,8,2,0
12945,1,42,6,3,2,1,1,4,2,0
12946,1,32,6,3,2,1,1,5,2,0
12947,1,18,6,1,2,1,1,2,1,0
12948,1,37,4,3,2,1,1,12,2,0
12949,2,21,3,7,2,1,1,9,4,1
12950,2,22,5,7,4,1,1,1,4,1
12951,1,32,6,2,3,1,1,1,2,0
12952,2,22,6,2,5,1,1,8,2,0
12953,1,32,4,2,4,3,1,3,2,1
12954,1,27,6,2,3,1,1,1,2,0
12955,2,42,3,3,2,1,1,4,2,0
12956,2,32,3,2,4,1,1,2,2,1
12957,1,21,6,2,4,1,1,12,2,0
12958,1,37,2,1,2,1,1,6,1,1
12959,1,16,4,4,3,1,3,1,1,1
12960,2,32,4,2,4,1,1,2,2,0
12961,1,21,6,2,4,3,1,6,2,0
12962,1,42,4,2,3,1,1,2,2,0
12963,1,32,4,2,4,1,1,6,2,0
12964,2,22,3,2,4,1,1,2,2,1
12965,1,59,2,4,4,1,3,2,1,1
12966,1,22,4,2,3,1,2,1,2,0
12967,2,59,3,4,4,1,3,1,1,1
12968,1,27,6,2,6,1,1,5,2,0
12969,2,18,3,4,3,1,1,3,1,1
12970,1,21,6,3,2,1,1,4,2,0
12971,1,32,6,5,1,1,1,6,1,0
12972,2,27,4,2,4,3,1,12,2,1
12973,2,37,6,2,3,1,1,3,2,0
12974,1,59,3,4,4,1,3,9,1,1
12975,2,22,4,2,4,1,1,5,2,1
12976,1,42,4,3,2,1,2,11,2,0
12977,2,37,3,3,2,1,1,1,2,1
12978,2,59,3,4,4,1,1,1,1,1
12979,2,59,4,4,4,1,3,1,1,1
12980,2,37,6,5,1,1,2,3,1,0
12981,2,37,3,5,1,1,1,1,3,0
12982,2,27,4,2,5,1,1,7,2,1
12983,2,18,4,4,2,1,1,3,1,1
12984,2,21,6,1,2,2,1,7,1,0
12985,1,18,6,4,2,1,1,7,1,0
12986,1,32,4,2,4,1,1,6,2,1
12987,2,18,4,1,2,1,1,4,1,1
12988,1,16,6,5,1,1,3,5,1,0
12989,1,32,6,5,1,1,1,5,1,0
12990,2,32,3,6,4,3,1,2,4,1
12991,1,16,3,4,4,1,1,8,1,1
12992,2,22,4,2,4,1,1,3,2,1
12993,2,22,6,1,2,1,1,6,1,0
12994,1,42,6,3,2,3,1,12,2,0
12995,2,27,3,2,3,3,1,3,2,1
12996,2,22,6,5,1,1,1,3,1,0
12997,1,21,4,1,2,1,1,12,1,0
12998,1,37,6,3,2,1,1,5,2,0
12999,1,27,4,2,6,1,1,7,2,1
13000,2,18,4,1,2,1,1,7,1,1
13001,1,18,2,3,2,1,1,12,2,1
13002,2,21,3,2,4,1,1,3,2,1
13003,1,21,4,2,4,1,1,4,2,1
13004,1,18,6,1,2,1,1,10,1,1
13005,2,47,2,3,2,1,1,5,2,1
13006,1,22,3,5,1,1,1,5,4,0
13007,2,32,4,2,3,1,1,2,2,1
13008,1,32,3,2,3,1,1,4,2,1
13009,2,21,4,2,3,1,1,3,2,1
13010,2,22,6,2,4,1,1,4,2,0
13011,2,22,4,2,4,1,1,10,2,1
13012,1,18,6,5,1,1,1,2,1,0
13013,2,42,2,3,2,1,1,3,2,1
13014,1,37,3,7,2,1,1,4,4,1
13015,1,22,4,6,4,1,2,1,1,0
13016,1,37,2,8,2,1,1,4,1,1
13017,1,22,6,2,4,1,1,6,2,0
13018,2,18,3,2,3,1,1,1,2,1
13019,1,21,6,3,2,1,1,4,2,1
13020,2,37,4,2,3,1,1,3,2,1
13021,1,16,3,4,4,1,3,9,1,1
13022,1,18,6,2,3,1,1,3,2,0
13023,1,27,6,2,5,1,1,4,2,1
13024,1,37,5,3,2,1,2,2,2,0
13025,1,27,6,2,6,1,1,3,2,0
13026,1,22,6,1,2,1,1,2,1,0
13027,2,37,6,7,2,1,1,1,4,1
13028,1,21,3,2,4,1,1,4,2,0
13029,2,21,4,2,4,1,1,1,2,1
13030,1,27,6,2,4,1,1,3,2,0
13031,1,16,4,4,3,1,3,1,1,1
13032,1,22,4,2,4,1,1,1,2,0
13033,1,21,3,1,2,1,2,9,1,0
13034,1,42,6,3,2,1,1,2,2,0
13035,2,27,3,3,2,1,1,1,2,1
13036,1,22,6,2,3,2,1,10,2,0
13037,1,32,3,2,6,1,1,3,2,0
13038,2,32,4,3,2,1,1,3,2,0
13039,2,32,6,2,4,1,1,5,2,0
13040,1,27,4,2,4,3,2,2,2,0
13041,1,37,4,3,2,1,1,7,2,0
13042,1,16,4,4,4,1,3,1,1,1
13043,1,18,4,4,3,1,1,2,1,0
13044,2,18,4,1,2,1,1,2,1,1
13045,1,18,4,1,2,1,1,1,1,0
13046,2,42,5,2,3,1,1,3,2,1
13047,2,59,3,4,4,1,3,1,1,1
13048,2,18,6,2,3,1,1,5,2,0
13049,2,32,4,3,2,1,1,4,2,1
13050,1,37,3,3,2,1,1,12,2,0
13051,1,16,6,5,1,1,3,5,1,1
13052,2,37,4,3,2,1,1,4,2,1
13053,1,21,4,3,2,1,1,1,2,0
13054,2,27,6,2,4,1,1,3,2,0
13055,2,22,6,2,4,1,2,3,2,0
13056,2,32,3,2,4,1,1,5,2,1
13057,2,27,4,2,3,3,1,7,2,1
13058,1,18,6,4,3,1,1,4,1,0
13059,1,16,3,4,6,1,1,7,1,1
13060,2,22,6,2,4,1,1,4,2,0
13061,1,18,3,5,1,3,1,1,1,1
13062,1,27,6,2,5,1,2,3,2,0
13063,1,21,4,2,4,1,1,4,2,0
13064,2,22,4,2,6,1,1,2,2,1
13065,1,22,3,2,3,1,1,6,2,0
13066,1,37,2,2,4,1,1,2,2,1
13067,1,18,4,3,2,1,1,1,2,1
13068,2,21,4,1,2,1,1,2,1,1
13069,2,27,6,2,4,1,1,5,2,0
13070,2,16,4,1,2,1,3,9,1,1
13071,1,32,6,5,1,1,1,5,1,0
13072,1,32,6,5,1,1,2,2,1,0
13073,2,27,6,2,5,1,1,6,2,0
13074,2,16,3,2,3,1,1,2,2,1
13075,2,21,4,7,3,2,1,5,2,1
13076,2,37,6,3,2,1,1,6,2,0
13077,1,18,6,1,2,1,1,2,1,0
13078,1,59,3,4,3,1,1,1,1,1
13079,1,32,2,6,3,1,1,7,4,1
13080,1,27,3,6,3,1,1,8,4,1
13081,2,21,6,7,2,1,1,4,1,0
13082,2,27,4,2,4,1,1,5,2,1
13083,1,18,3,1,2,1,1,2,1,1
13084,2,59,2,1,2,1,1,4,1,1
13085,1,22,5,1,2,1,1,4,4,0
13086,1,27,4,2,4,1,1,4,2,1
13087,1,37,6,2,4,1,1,2,2,0
13088,2,27,3,2,3,3,1,4,2,1
13089,2,27,4,2,5,1,1,5,2,1
13090,1,59,3,4,4,1,3,3,1,1
13091,1,22,4,3,2,3,1,9,2,1
13092,1,22,6,2,4,1,1,4,2,0
13093,1,21,6,1,2,1,1,4,1,0
13094,2,27,6,2,4,1,1,5,2,0
13095,1,42,6,3,2,1,1,2,2,0
13096,2,16,3,1,2,1,3,1,1,1
13097,1,21,6,2,5,1,1,2,2,0
13098,1,42,3,2,5,1,1,4,2,0
13099,1,22,4,2,3,1,1,10,2,0
13100,2,18,6,5,1,3,1,3,1,0
13101,1,32,3,6,3,1,1,7,4,0
13102,2,32,2,2,3,1,1,3,2,1
13103,2,47,2,3,2,1,1,3,2,1
13104,1,42,6,3,2,1,1,4,2,0
13105,1,32,4,2,5,1,1,4,2,1
13106,2,27,4,2,4,1,1,3,2,0
13107,2,37,3,7,3,1,1,3,3,1
13108,1,21,6,2,4,3,1,7,2,0
13109,1,21,4,2,4,1,1,1,2,0
13110,2,42,4,1,2,1,1,6,1,1
13111,2,37,3,2,4,2,2,11,2,0
13112,2,59,3,4,5,1,3,1,1,1
13113,2,18,3,1,2,1,1,1,1,1
13114,1,22,5,2,4,1,1,12,2,0
13115,1,18,6,3,2,1,1,1,2,0
13116,2,18,6,5,1,2,1,2,1,0
13117,1,37,4,3,2,1,2,10,2,0
13118,1,22,6,2,4,1,1,2,2,0
13119,2,16,6,5,1,1,3,7,1,1
13120,2,27,4,2,3,1,1,3,2,1
13121,2,27,4,2,4,1,1,2,2,1
13122,2,32,3,2,3,3,1,2,2,1
13123,2,16,4,4,3,1,1,1,1,1
13124,2,16,4,4,3,1,3,1,1,1
13125,2,59,3,4,4,1,3,4,1,1
13126,1,18,4,1,2,1,1,9,1,0
13127,1,22,4,2,3,1,1,6,2,1
13128,1,22,4,2,3,1,2,1,2,0
13129,2,59,3,4,5,1,3,3,1,1
13130,2,32,5,2,4,1,1,3,2,1
13131,2,22,5,2,4,1,1,4,2,0
13132,2,42,4,3,2,1,1,3,2,0
