,label,Sex,Race,AgeGroup,NativeCountry,WorkClass,EducationNumber,EducationLevel,MaritalStatus,Occupation,Relationship,CapitalGain,CapitalLoss,HoursPerWeek
12204,0,2.0,1.0,2.0,1.0,5.0,13,5.0,5.0,12.0,2.0,0,0,60
12205,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,1.0,1.0,0,0,27
12206,0,1.0,1.0,3.0,1.0,4.0,10,4.0,3.0,10.0,1.0,0,0,40
12207,1,1.0,1.0,2.0,1.0,3.0,11,8.0,3.0,3.0,1.0,0,1887,40
12208,0,2.0,1.0,2.0,1.0,4.0,12,9.0,3.0,4.0,6.0,0,0,40
12209,0,2.0,1.0,1.0,1.0,3.0,13,5.0,5.0,10.0,4.0,0,0,40
12210,1,1.0,1.0,2.0,1.0,3.0,13,5.0,5.0,10.0,2.0,0,0,40
12211,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,6.0,1.0,3103,0,40
12212,1,1.0,1.0,2.0,1.0,5.0,15,10.0,3.0,10.0,1.0,0,0,50
12213,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,0,0,55
12214,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,0,0,42
12215,0,1.0,1.0,2.0,1.0,5.0,11,8.0,5.0,3.0,4.0,0,0,60
12216,1,2.0,1.0,2.0,1.0,2.0,14,6.0,3.0,10.0,6.0,0,0,60
12217,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,12.0,1.0,0,0,40
12218,1,1.0,1.0,2.0,1.0,1.0,13,5.0,3.0,1.0,1.0,0,0,50
12219,1,1.0,1.0,3.0,1.0,4.0,13,5.0,3.0,4.0,1.0,0,2392,40
12220,1,1.0,1.0,3.0,1.0,3.0,13,5.0,3.0,4.0,1.0,0,0,50
12221,0,2.0,2.0,2.0,2.0,3.0,9,3.0,4.0,8.0,2.0,0,0,40
12222,1,1.0,1.0,2.0,1.0,5.0,9,3.0,3.0,3.0,1.0,0,0,72
12223,0,1.0,2.0,2.0,2.0,3.0,13,5.0,6.0,13.0,2.0,0,0,40
12224,1,1.0,1.0,2.0,1.0,3.0,11,8.0,3.0,10.0,1.0,7298,0,45
12225,0,2.0,1.0,1.0,1.0,2.0,13,5.0,5.0,10.0,4.0,0,0,35
12226,0,2.0,1.0,2.0,1.0,3.0,13,5.0,5.0,8.0,2.0,0,0,50
12227,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,12.0,4.0,0,0,20
12228,0,1.0,1.0,2.0,1.0,3.0,6,2.0,3.0,3.0,1.0,0,0,40
12229,0,2.0,1.0,3.0,1.0,5.0,9,3.0,7.0,1.0,3.0,0,0,30
12230,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,1.0,0,0,40
12231,0,2.0,2.0,2.0,1.0,5.0,10,4.0,1.0,10.0,5.0,0,0,40
12232,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,12.0,1.0,0,0,70
12233,0,1.0,1.0,2.0,2.0,3.0,3,1.0,5.0,3.0,2.0,0,0,40
12234,0,2.0,1.0,2.0,1.0,3.0,13,5.0,1.0,10.0,5.0,0,0,40
12235,0,1.0,1.0,1.0,1.0,3.0,10,4.0,3.0,8.0,1.0,0,0,35
12236,0,2.0,1.0,2.0,2.0,3.0,9,3.0,1.0,12.0,5.0,0,0,25
12237,0,2.0,1.0,3.0,2.0,3.0,6,2.0,6.0,7.0,2.0,0,0,28
12238,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,1.0,0,0,50
12239,1,2.0,2.0,2.0,2.0,3.0,13,5.0,5.0,8.0,2.0,0,0,21
12240,0,2.0,2.0,1.0,1.0,3.0,9,3.0,5.0,12.0,4.0,0,0,35
12241,0,1.0,1.0,1.0,1.0,3.0,13,5.0,5.0,10.0,2.0,0,0,50
12242,0,1.0,1.0,2.0,1.0,3.0,5,2.0,3.0,3.0,1.0,0,0,44
12243,1,1.0,1.0,2.0,1.0,1.0,14,6.0,3.0,10.0,1.0,0,0,40
12244,0,2.0,1.0,2.0,1.0,3.0,10,4.0,1.0,8.0,2.0,0,1721,55
12245,1,1.0,2.0,2.0,2.0,3.0,9,3.0,3.0,13.0,1.0,0,1887,40
12246,0,1.0,1.0,1.0,2.0,3.0,6,2.0,5.0,8.0,5.0,0,0,60
12247,1,2.0,1.0,2.0,1.0,2.0,13,5.0,3.0,10.0,6.0,0,0,38
12248,0,1.0,2.0,1.0,1.0,3.0,9,3.0,5.0,10.0,4.0,0,0,40
12249,0,1.0,1.0,1.0,1.0,3.0,8,2.0,5.0,9.0,4.0,0,0,30
12250,1,1.0,1.0,2.0,1.0,2.0,13,5.0,3.0,10.0,1.0,0,0,45
12251,0,2.0,1.0,2.0,1.0,3.0,10,4.0,5.0,7.0,2.0,0,0,25
12252,0,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,1.0,0,0,40
12253,0,1.0,2.0,2.0,2.0,3.0,9,3.0,1.0,12.0,2.0,0,0,45
12254,0,1.0,1.0,2.0,1.0,3.0,14,6.0,3.0,10.0,1.0,0,0,48
12255,0,2.0,1.0,1.0,1.0,3.0,7,2.0,5.0,7.0,2.0,0,0,25
12256,0,2.0,1.0,2.0,1.0,3.0,10,4.0,1.0,1.0,3.0,0,0,40
12257,0,1.0,1.0,3.0,1.0,3.0,1,1.0,5.0,7.0,2.0,0,0,10
12258,1,1.0,1.0,2.0,1.0,6.0,9,3.0,3.0,3.0,1.0,0,0,40
12259,0,2.0,1.0,1.0,1.0,3.0,9,3.0,1.0,4.0,2.0,0,0,40
12260,0,1.0,1.0,2.0,1.0,5.0,9,3.0,3.0,5.0,1.0,0,0,50
12261,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,1.0,7688,0,40
12262,0,2.0,1.0,2.0,2.0,3.0,9,3.0,6.0,3.0,5.0,0,0,40
12263,0,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,1.0,2.0,0,0,40
12264,0,2.0,1.0,3.0,1.0,3.0,5,2.0,7.0,12.0,2.0,0,0,40
12265,0,2.0,1.0,2.0,1.0,3.0,9,3.0,7.0,1.0,3.0,0,0,40
12266,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,4.0,1.0,0,0,40
12267,0,2.0,2.0,2.0,1.0,3.0,9,3.0,5.0,7.0,4.0,0,0,40
12268,0,1.0,1.0,2.0,1.0,3.0,9,3.0,1.0,12.0,2.0,0,0,30
12269,1,1.0,1.0,2.0,1.0,5.0,10,4.0,3.0,3.0,1.0,0,0,50
12270,0,1.0,1.0,1.0,1.0,5.0,9,3.0,5.0,5.0,4.0,0,0,40
12271,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,10.0,1.0,0,1902,40
12272,0,1.0,2.0,3.0,1.0,3.0,9,3.0,3.0,8.0,1.0,0,0,4
12273,0,1.0,1.0,2.0,1.0,3.0,10,4.0,1.0,12.0,2.0,0,0,60
12274,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,7.0,1.0,0,0,42
12275,0,1.0,1.0,2.0,2.0,2.0,10,4.0,3.0,6.0,1.0,0,0,40
12276,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,1.0,0,0,40
12277,0,2.0,1.0,2.0,2.0,3.0,9,3.0,5.0,12.0,5.0,0,0,35
12278,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,1.0,1.0,0,0,40
12279,1,1.0,1.0,2.0,1.0,3.0,14,6.0,3.0,10.0,1.0,15024,0,50
12280,0,1.0,2.0,2.0,1.0,2.0,13,5.0,5.0,10.0,2.0,0,0,60
12281,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,1.0,0,0,55
12282,0,1.0,1.0,2.0,1.0,5.0,13,5.0,3.0,10.0,1.0,0,0,60
12283,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,4.0,1.0,0,0,60
12284,0,1.0,1.0,2.0,1.0,3.0,13,5.0,5.0,12.0,2.0,0,0,45
12285,0,2.0,1.0,1.0,1.0,3.0,13,5.0,5.0,6.0,4.0,0,0,15
12286,0,1.0,2.0,2.0,1.0,3.0,9,3.0,3.0,12.0,1.0,0,0,36
12287,0,2.0,1.0,3.0,1.0,3.0,9,3.0,3.0,12.0,6.0,0,0,21
12288,0,2.0,1.0,2.0,1.0,3.0,10,4.0,1.0,1.0,5.0,0,0,45
12289,0,2.0,1.0,1.0,1.0,3.0,9,3.0,5.0,1.0,4.0,0,0,40
12290,0,1.0,1.0,2.0,1.0,5.0,13,5.0,3.0,10.0,1.0,0,0,40
12291,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,1.0,0,0,40
12292,0,2.0,1.0,3.0,1.0,5.0,10,4.0,7.0,4.0,5.0,0,0,45
12293,0,1.0,1.0,2.0,1.0,3.0,9,3.0,7.0,7.0,2.0,6849,0,40
12294,0,1.0,1.0,1.0,2.0,3.0,3,1.0,5.0,8.0,3.0,0,0,54
12295,1,1.0,1.0,2.0,1.0,5.0,15,10.0,3.0,10.0,1.0,0,0,55
12296,0,2.0,1.0,2.0,2.0,3.0,9,3.0,5.0,7.0,5.0,0,0,40
12297,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,1.0,0,0,60
12298,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,5013,0,40
12299,1,2.0,1.0,2.0,1.0,3.0,14,6.0,5.0,4.0,2.0,13550,0,60
12300,0,2.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,6.0,0,0,35
12301,0,2.0,1.0,2.0,1.0,2.0,13,5.0,5.0,10.0,2.0,0,0,40
12302,0,1.0,1.0,3.0,2.0,3.0,2,1.0,3.0,10.0,1.0,0,0,15
12303,0,2.0,2.0,2.0,1.0,3.0,9,3.0,6.0,8.0,3.0,0,0,35
12304,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,0,0,40
12305,0,1.0,2.0,2.0,1.0,3.0,10,4.0,3.0,8.0,1.0,0,0,30
12306,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,7.0,1.0,0,0,45
12307,0,1.0,1.0,2.0,1.0,3.0,12,9.0,3.0,3.0,1.0,0,0,45
12308,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,1.0,1.0,0,0,50
12309,1,1.0,1.0,2.0,2.0,3.0,10,4.0,3.0,10.0,1.0,0,0,40
12310,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,12.0,1.0,0,0,40
12311,0,1.0,1.0,1.0,1.0,3.0,13,5.0,5.0,12.0,2.0,0,0,25
12312,0,2.0,1.0,1.0,1.0,3.0,9,3.0,5.0,7.0,2.0,0,0,60
12313,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,7.0,1.0,0,0,44
12314,0,2.0,2.0,2.0,1.0,3.0,9,3.0,6.0,8.0,5.0,0,0,30
12315,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,0,0,40
12316,0,1.0,1.0,2.0,1.0,3.0,7,2.0,3.0,7.0,1.0,0,0,40
12317,0,1.0,1.0,2.0,1.0,5.0,9,3.0,3.0,8.0,1.0,0,0,50
12318,0,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,14.0,1.0,0,0,20
12319,0,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,1.0,2.0,0,0,40
12320,0,2.0,2.0,2.0,2.0,3.0,9,3.0,5.0,4.0,4.0,0,0,40
12321,0,1.0,1.0,2.0,1.0,3.0,12,9.0,1.0,10.0,5.0,0,0,25
12322,1,2.0,1.0,2.0,1.0,3.0,10,4.0,3.0,1.0,6.0,0,0,40
12323,0,1.0,1.0,2.0,1.0,3.0,13,5.0,5.0,12.0,4.0,0,0,40
12324,0,1.0,1.0,2.0,2.0,3.0,6,2.0,5.0,6.0,3.0,0,0,40
12325,0,2.0,1.0,2.0,1.0,3.0,10,4.0,1.0,12.0,5.0,0,0,30
12326,0,1.0,1.0,1.0,1.0,3.0,6,2.0,5.0,8.0,4.0,0,0,40
12327,0,1.0,2.0,1.0,1.0,3.0,9,3.0,5.0,6.0,4.0,0,0,40
12328,0,2.0,2.0,2.0,1.0,3.0,10,4.0,5.0,1.0,5.0,0,0,38
12329,0,1.0,2.0,2.0,1.0,3.0,12,9.0,3.0,12.0,1.0,0,0,60
12330,0,2.0,1.0,2.0,1.0,3.0,10,4.0,3.0,1.0,6.0,0,0,35
12331,0,2.0,2.0,2.0,1.0,3.0,9,3.0,5.0,1.0,4.0,0,0,40
12332,0,1.0,1.0,2.0,1.0,4.0,10,4.0,1.0,4.0,2.0,0,2339,50
12333,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,12.0,1.0,0,0,35
12334,0,2.0,1.0,3.0,1.0,3.0,2,1.0,1.0,9.0,2.0,0,0,12
12335,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,10.0,1.0,0,0,40
12336,0,2.0,1.0,2.0,1.0,1.0,9,3.0,7.0,1.0,2.0,0,0,40
12337,0,2.0,1.0,1.0,1.0,3.0,13,5.0,5.0,10.0,4.0,0,0,40
12338,0,2.0,1.0,2.0,1.0,3.0,10,4.0,1.0,1.0,5.0,0,0,40
12339,1,1.0,1.0,2.0,1.0,3.0,7,2.0,3.0,3.0,1.0,5178,0,40
12340,0,1.0,1.0,2.0,1.0,5.0,10,4.0,3.0,5.0,1.0,0,0,86
12341,0,2.0,1.0,2.0,1.0,3.0,9,3.0,5.0,1.0,3.0,0,1974,40
12342,1,1.0,1.0,2.0,1.0,3.0,12,9.0,3.0,1.0,1.0,0,0,40
12343,0,2.0,1.0,1.0,1.0,2.0,13,5.0,5.0,10.0,2.0,0,0,40
12344,0,1.0,1.0,2.0,1.0,5.0,10,4.0,3.0,4.0,1.0,0,0,80
12345,0,2.0,1.0,3.0,2.0,3.0,9,3.0,1.0,1.0,2.0,0,0,40
12346,0,1.0,1.0,2.0,1.0,5.0,13,5.0,3.0,12.0,1.0,0,0,40
12347,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,0,0,40
12348,0,2.0,1.0,1.0,1.0,3.0,8,2.0,5.0,12.0,2.0,0,0,55
12349,1,2.0,1.0,2.0,1.0,3.0,9,3.0,3.0,7.0,6.0,0,0,46
12350,1,1.0,1.0,2.0,1.0,5.0,9,3.0,3.0,5.0,1.0,0,0,50
12351,1,1.0,1.0,2.0,1.0,2.0,10,4.0,3.0,11.0,1.0,0,0,40
12352,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,14.0,1.0,0,0,50
12353,0,2.0,1.0,2.0,1.0,3.0,11,8.0,5.0,4.0,2.0,0,0,23
12354,1,1.0,1.0,2.0,1.0,3.0,12,9.0,3.0,7.0,1.0,5178,0,40
12355,1,1.0,1.0,2.0,1.0,3.0,13,5.0,5.0,4.0,2.0,0,0,40
12356,1,1.0,1.0,3.0,1.0,3.0,9,3.0,3.0,11.0,1.0,0,0,40
12357,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,8.0,4.0,0,0,15
12358,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,13.0,2.0,0,0,40
12359,0,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,1.0,5.0,0,0,35
12360,1,2.0,1.0,2.0,1.0,3.0,10,4.0,3.0,4.0,6.0,0,0,20
12361,0,2.0,2.0,2.0,1.0,3.0,10,4.0,4.0,10.0,4.0,0,0,40
12362,1,1.0,1.0,2.0,1.0,3.0,6,2.0,3.0,7.0,1.0,0,0,40
12363,0,1.0,1.0,2.0,1.0,5.0,13,5.0,1.0,4.0,2.0,0,0,25
12364,0,2.0,2.0,1.0,1.0,2.0,13,5.0,3.0,10.0,6.0,0,0,40
12365,0,1.0,2.0,2.0,1.0,3.0,9,3.0,1.0,1.0,5.0,0,0,40
12366,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,6.0,4.0,0,0,35
12367,0,1.0,1.0,2.0,1.0,3.0,9,3.0,1.0,14.0,2.0,0,0,40
12368,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,4.0,1.0,0,1902,55
12369,0,2.0,1.0,2.0,1.0,3.0,13,5.0,4.0,4.0,2.0,0,0,42
12370,0,2.0,1.0,2.0,1.0,3.0,13,5.0,5.0,10.0,2.0,0,0,60
12371,0,1.0,1.0,1.0,1.0,3.0,9,3.0,5.0,7.0,2.0,0,0,40
12372,0,1.0,1.0,2.0,1.0,3.0,10,4.0,1.0,7.0,2.0,0,0,40
12373,0,2.0,1.0,2.0,1.0,3.0,9,3.0,5.0,1.0,4.0,0,0,40
12374,0,1.0,1.0,1.0,2.0,1.0,10,4.0,5.0,6.0,4.0,0,0,20
12375,0,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,3.0,1.0,0,0,50
12376,0,1.0,1.0,1.0,1.0,3.0,13,5.0,5.0,8.0,2.0,0,0,40
12377,0,2.0,1.0,2.0,1.0,3.0,14,6.0,1.0,10.0,5.0,0,0,40
12378,1,1.0,1.0,2.0,1.0,3.0,13,5.0,1.0,10.0,5.0,0,653,50
12379,0,2.0,1.0,2.0,1.0,2.0,14,6.0,1.0,4.0,2.0,0,0,40
12380,0,2.0,1.0,2.0,1.0,3.0,13,5.0,5.0,4.0,4.0,0,0,40
12381,0,1.0,1.0,2.0,1.0,3.0,11,8.0,3.0,3.0,1.0,0,0,40
12382,0,2.0,1.0,2.0,1.0,5.0,13,5.0,5.0,12.0,2.0,0,0,40
12383,0,2.0,1.0,2.0,1.0,3.0,10,4.0,5.0,1.0,2.0,0,0,40
12384,0,1.0,1.0,2.0,1.0,4.0,13,5.0,3.0,12.0,1.0,0,0,45
12385,1,1.0,1.0,2.0,1.0,4.0,13,5.0,3.0,12.0,1.0,0,0,70
12386,0,1.0,1.0,2.0,1.0,5.0,9,3.0,3.0,3.0,1.0,0,0,44
12387,0,1.0,2.0,2.0,1.0,2.0,9,3.0,3.0,14.0,1.0,0,0,40
12388,0,1.0,1.0,2.0,1.0,2.0,10,4.0,3.0,10.0,1.0,0,0,40
12389,0,1.0,1.0,2.0,1.0,5.0,10,4.0,3.0,5.0,1.0,0,0,60
12390,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,3103,0,50
12391,0,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,5.0,1.0,0,0,40
12392,0,1.0,1.0,2.0,1.0,3.0,6,2.0,3.0,7.0,1.0,0,0,40
12393,0,1.0,1.0,1.0,1.0,1.0,13,5.0,5.0,10.0,2.0,0,0,40
12394,1,1.0,1.0,2.0,1.0,5.0,10,4.0,3.0,4.0,1.0,0,0,45
12395,1,1.0,1.0,2.0,1.0,3.0,13,5.0,5.0,4.0,2.0,0,0,55
12396,0,1.0,1.0,2.0,1.0,3.0,6,2.0,3.0,3.0,1.0,0,0,40
12397,0,2.0,1.0,2.0,1.0,2.0,14,6.0,1.0,10.0,2.0,0,0,60
12398,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,0,0,40
12399,0,2.0,1.0,2.0,1.0,2.0,9,3.0,1.0,1.0,5.0,0,0,30
12400,0,1.0,1.0,2.0,1.0,3.0,9,3.0,1.0,12.0,2.0,0,0,60
12401,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,0,0,40
12402,0,2.0,1.0,2.0,1.0,3.0,13,5.0,1.0,1.0,2.0,0,0,35
12403,0,1.0,1.0,1.0,1.0,3.0,10,4.0,5.0,4.0,4.0,0,0,25
12404,0,1.0,1.0,1.0,1.0,4.0,9,3.0,5.0,3.0,4.0,0,0,40
12405,0,2.0,1.0,2.0,1.0,3.0,9,3.0,1.0,12.0,2.0,0,0,34
12406,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,10.0,1.0,0,0,50
12407,0,1.0,1.0,2.0,1.0,5.0,10,4.0,3.0,12.0,1.0,0,1740,50
12408,0,2.0,1.0,2.0,1.0,3.0,12,9.0,1.0,10.0,5.0,0,0,45
12409,0,1.0,1.0,1.0,1.0,3.0,10,4.0,5.0,3.0,4.0,0,0,40
12410,1,2.0,1.0,2.0,1.0,3.0,11,8.0,3.0,10.0,6.0,0,1887,40
12411,0,1.0,1.0,2.0,1.0,6.0,13,5.0,1.0,1.0,5.0,2174,0,37
12412,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,14.0,1.0,0,0,50
12413,0,1.0,1.0,2.0,1.0,3.0,14,6.0,3.0,4.0,1.0,0,0,40
12414,1,1.0,1.0,2.0,2.0,3.0,13,5.0,3.0,7.0,1.0,0,0,40
12415,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,1.0,1.0,4508,0,24
12416,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,3.0,1.0,0,0,40
12417,0,2.0,1.0,1.0,1.0,3.0,7,2.0,5.0,4.0,4.0,0,0,20
12418,0,1.0,1.0,2.0,1.0,3.0,11,8.0,3.0,13.0,1.0,0,0,40
12419,1,1.0,1.0,3.0,1.0,3.0,13,5.0,3.0,12.0,1.0,0,0,50
12420,0,2.0,1.0,2.0,1.0,3.0,9,3.0,7.0,12.0,2.0,0,0,40
12421,0,2.0,2.0,2.0,1.0,3.0,10,4.0,1.0,7.0,2.0,0,0,40
12422,1,1.0,2.0,2.0,2.0,3.0,13,5.0,3.0,4.0,1.0,99999,0,50
12423,0,1.0,1.0,2.0,1.0,2.0,13,5.0,5.0,11.0,2.0,0,0,60
12424,0,2.0,2.0,2.0,1.0,3.0,10,4.0,5.0,1.0,5.0,0,0,40
12425,0,1.0,1.0,3.0,1.0,5.0,9,3.0,3.0,12.0,1.0,0,0,35
12426,1,2.0,1.0,2.0,1.0,3.0,11,8.0,3.0,1.0,6.0,0,0,40
12427,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,1.0,0,0,40
12428,0,2.0,1.0,2.0,1.0,3.0,9,3.0,5.0,1.0,4.0,0,0,40
12429,0,2.0,1.0,2.0,1.0,3.0,10,4.0,5.0,12.0,4.0,0,0,40
12430,0,1.0,2.0,2.0,1.0,3.0,8,2.0,5.0,14.0,2.0,0,0,35
12431,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,7.0,1.0,0,0,48
12432,0,1.0,1.0,2.0,2.0,5.0,9,3.0,3.0,10.0,1.0,0,0,40
12433,0,1.0,1.0,2.0,1.0,5.0,10,4.0,1.0,3.0,2.0,0,0,40
12434,1,1.0,1.0,2.0,1.0,3.0,13,5.0,3.0,4.0,1.0,7298,0,50
12435,0,2.0,1.0,1.0,1.0,3.0,9,3.0,5.0,3.0,4.0,0,0,20
12436,0,2.0,1.0,2.0,1.0,3.0,5,2.0,1.0,8.0,2.0,0,1719,30
12437,0,1.0,1.0,2.0,1.0,3.0,9,3.0,5.0,3.0,2.0,0,0,40
12438,0,1.0,1.0,2.0,1.0,3.0,13,5.0,5.0,12.0,4.0,0,0,40
12439,0,1.0,1.0,2.0,1.0,2.0,10,4.0,1.0,11.0,2.0,0,0,75
12440,0,2.0,2.0,1.0,1.0,3.0,10,4.0,5.0,12.0,4.0,0,0,20
12441,0,1.0,1.0,2.0,1.0,3.0,9,3.0,5.0,3.0,4.0,0,0,40
12442,0,1.0,1.0,1.0,1.0,3.0,10,4.0,5.0,1.0,4.0,0,0,48
12443,0,1.0,1.0,2.0,1.0,3.0,15,10.0,3.0,12.0,1.0,0,0,50
12444,1,1.0,2.0,2.0,1.0,3.0,9,3.0,3.0,14.0,1.0,0,0,46
12445,0,2.0,1.0,2.0,1.0,3.0,9,3.0,3.0,1.0,6.0,0,0,38
12446,0,2.0,1.0,2.0,1.0,3.0,13,5.0,5.0,1.0,2.0,0,0,40
12447,1,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,15024,0,40
12448,0,1.0,1.0,2.0,1.0,2.0,5,2.0,3.0,3.0,1.0,0,0,25
12449,0,1.0,1.0,2.0,1.0,3.0,10,4.0,5.0,3.0,5.0,0,0,40
12450,1,1.0,1.0,2.0,1.0,6.0,16,7.0,3.0,10.0,1.0,0,0,50
12451,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,1.0,4.0,2176,0,20
12452,0,2.0,1.0,2.0,1.0,3.0,13,5.0,5.0,10.0,2.0,0,0,40
12453,0,1.0,1.0,2.0,1.0,6.0,14,6.0,1.0,10.0,2.0,0,1669,40
12454,1,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,4.0,1.0,99999,0,55
12455,0,1.0,1.0,2.0,2.0,3.0,4,1.0,5.0,6.0,5.0,0,0,40
12456,1,2.0,1.0,3.0,1.0,4.0,9,3.0,3.0,1.0,6.0,0,0,40
12457,0,1.0,1.0,2.0,2.0,3.0,4,1.0,3.0,3.0,1.0,0,0,32
12458,0,1.0,1.0,2.0,1.0,3.0,10,4.0,5.0,12.0,5.0,0,0,50
12459,1,1.0,1.0,2.0,1.0,3.0,14,6.0,3.0,10.0,1.0,0,0,45
12460,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,12.0,4.0,0,0,20
12461,0,1.0,1.0,2.0,1.0,5.0,9,3.0,3.0,12.0,1.0,0,0,40
12462,1,1.0,1.0,2.0,1.0,5.0,13,5.0,3.0,3.0,1.0,15024,0,60
12463,0,1.0,1.0,2.0,1.0,3.0,10,4.0,1.0,14.0,2.0,0,0,50
12464,0,1.0,1.0,2.0,1.0,3.0,13,5.0,5.0,6.0,2.0,0,0,40
12465,1,1.0,1.0,2.0,1.0,5.0,16,7.0,3.0,10.0,1.0,15024,0,40
12466,0,2.0,1.0,3.0,1.0,3.0,9,3.0,1.0,12.0,2.0,0,0,20
12467,0,1.0,2.0,2.0,2.0,3.0,12,9.0,5.0,8.0,3.0,0,0,40
12468,0,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,3.0,1.0,0,0,40
12469,0,1.0,1.0,3.0,2.0,3.0,4,1.0,3.0,7.0,1.0,0,0,40
12470,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,8.0,2.0,0,0,50
12471,0,2.0,1.0,1.0,1.0,3.0,7,2.0,6.0,8.0,5.0,0,0,40
12472,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,7.0,1.0,0,0,40
12473,0,2.0,1.0,2.0,1.0,3.0,9,3.0,7.0,10.0,5.0,0,0,35
12474,0,2.0,1.0,1.0,1.0,3.0,10,4.0,5.0,1.0,4.0,0,0,15
12475,0,1.0,2.0,2.0,1.0,3.0,12,9.0,5.0,10.0,2.0,0,0,40
12476,0,2.0,1.0,2.0,1.0,3.0,12,9.0,5.0,1.0,2.0,0,0,35
12477,1,2.0,2.0,2.0,1.0,1.0,10,4.0,3.0,4.0,6.0,0,0,40
12478,1,1.0,1.0,2.0,1.0,3.0,14,6.0,6.0,4.0,2.0,0,2824,55
12479,1,1.0,1.0,2.0,1.0,3.0,7,2.0,3.0,12.0,1.0,0,0,40
12480,0,1.0,2.0,1.0,1.0,6.0,10,4.0,5.0,8.0,4.0,0,0,20
12481,0,2.0,1.0,3.0,1.0,2.0,9,3.0,1.0,1.0,2.0,0,0,20
12482,1,1.0,2.0,2.0,1.0,1.0,14,6.0,3.0,4.0,1.0,0,0,60
12483,0,2.0,1.0,2.0,1.0,5.0,9,3.0,3.0,8.0,6.0,0,0,16
12484,0,1.0,1.0,2.0,1.0,3.0,9,3.0,3.0,3.0,1.0,0,0,45
12485,0,1.0,1.0,2.0,1.0,3.0,10,4.0,3.0,3.0,1.0,0,0,45
12486,0,1.0,1.0,2.0,1.0,2.0,14,6.0,5.0,10.0,2.0,0,0,50
